predicted,actual,bin_count
0.04953732031197952,0.35714285714285715,140
0.15069597445685287,0.4482758620689655,116
0.25001062579312416,0.4811320754716981,106
0.34904807189415243,0.4224137931034483,116
0.4522638837086786,0.4845360824742268,97
0.5558305728164586,0.5454545454545454,88
0.6553311181973808,0.5063291139240507,79
0.7499183691464938,0.47435897435897434,78
0.8476687408330148,0.40350877192982454,57
0.9525186235413832,0.5441176470588235,68
