predicted,actual,bin_count
0.28442555308248885,0.42857142857142855,21
0.36288229735782257,0.38823529411764707,170
0.4493604360672931,0.4281984334203655,383
0.5445005229861659,0.4908256880733945,218
0.6377768027913661,0.5673758865248227,141
0.7353319944718415,0.7,10
0.8221463835998913,0.5,2
