predicted,actual,bin_count
0.0410704215209696,0.42613636363636365,176
0.14531884318015464,0.35106382978723405,94
0.2478914048364611,0.46464646464646464,99
0.34631720922103304,0.4777777777777778,90
0.45289718931989004,0.532608695652174,92
0.5448710234044251,0.39325842696629215,89
0.6511710406958603,0.47058823529411764,68
0.7501562193785246,0.375,56
0.8465454585498363,0.5866666666666667,75
0.955122615606011,0.5283018867924528,106
