symbol,direction,regime,adx_value,signal_score,score_verdict,has_sweep,sweep_strength,has_bos,bos_type,has_ob,ob_valid,sl_source,result,pnl_pct,net_pnl_pct,win,rr,ema_strength,rsi_value,macd_hist_normalized,volume_ratio,created_at,entry_price,exit_price
BTC/USDT,SELL,range,75.05148987171077,4,moderate,False,0.0,False,,False,False,atr,TP,3.0211,2.8211,True,2.0,-1.0,19.62180910297919,-0.002955,1.5786,2026-06-03 03:00:00+00:00,66492.6,64483.81299454
BTC/USDT,SELL,expansion,63.01689697799185,5,moderate,False,0.0,False,,False,False,atr,TP,3.1968,2.9968,True,2.0,-1.0,24.921918414426305,-0.223341,1.7522,2026-06-03 23:00:00+00:00,64570.6,62506.39400491
BTC/USDT,SELL,expansion,65.08573375866598,5,moderate,False,0.0,False,,False,False,atr,SL,-1.8743,-2.0743,False,1.0,-1.0,16.155766769104805,-0.513741,2.0679,2026-06-04 01:00:00+00:00,63098.5,64281.13370707
BTC/USDT,SELL,range,22.909173051319087,4,moderate,False,0.0,False,,False,False,structural,TP,2.0411,1.8411,True,2.04,-0.4137840321328933,40.420478345131045,0.032293,1.7423,2026-06-18 13:00:00+00:00,64365.0,63051.27715679
BTC/USDT,SELL,expansion,25.141721356622632,5,moderate,False,0.0,False,,False,False,atr,SL,-1.2463,-1.4463,False,1.0,-0.7695122613469987,22.23199735993308,-0.217107,4.1657,2026-06-18 15:00:00+00:00,63530.1,64321.85653189
ETH/USDT,SELL,trend,29.77983300297854,5,moderate,True,1.0,True,bullish,False,False,atr,TP,2.3133,2.1133,True,2.0,-0.7517307116384784,18.16566084627643,-0.534662,1.6346,2026-01-19 01:00:00+00:00,3215.02,3140.64762848
ETH/USDT,SELL,range,24.203215582953646,3,weak,True,1.0,False,,True,True,atr,SL,-1.7597,-1.9597,False,1.0,-0.584780453583104,42.21740793199505,-0.077036,0.844,2026-01-22 19:00:00+00:00,2941.84,2993.60666015
ETH/USDT,SELL,trend,67.55235164483324,5,moderate,False,0.0,False,,False,False,atr,TP,5.8401,5.6401,True,2.0,-1.0,22.65353379329214,-0.187478,2.9444,2026-02-01 15:00:00+00:00,2336.54,2200.08306952
ETH/USDT,SELL,trend,29.82037515763768,5,moderate,False,0.0,False,,False,False,structural,TP,6.6766,6.4766,True,3.27,-0.6638671854190629,35.236107949725735,-0.185814,2.4454,2026-02-03 14:00:00+00:00,2310.76,2156.48
ETH/USDT,SELL,expansion,43.88487348020719,5,moderate,False,0.0,False,,False,False,atr,TP,7.9107,7.7107,True,2.0,-1.0,17.587388196382847,-0.511352,3.949,2026-02-05 15:00:00+00:00,1995.68,1837.80771604
ETH/USDT,SELL,expansion,49.3390083243711,5,moderate,False,0.0,False,,False,False,atr,TP,9.0093,8.8093,True,2.0,-1.0,17.791406942426583,-0.670983,1.9356,2026-02-05 20:00:00+00:00,1921.17,1748.08666361
ETH/USDT,SELL,range,20.994187573057697,4,moderate,True,0.8,False,,False,False,atr,TP,4.5583,4.3583,True,2.0,-0.9905239894070255,27.226447848292892,-0.592265,0.9662,2026-02-10 07:00:00+00:00,2010.54,1918.89287815
ETH/USDT,SELL,expansion,32.10294052276456,5,moderate,False,0.0,False,,False,False,atr,TP,3.4615,3.2615,True,2.0,-1.0,18.485786093964823,-0.353463,2.0509,2026-02-15 17:00:00+00:00,2004.45,1935.06648966
ETH/USDT,SELL,expansion,29.955664691709114,3,weak,True,1.0,False,,True,True,structural,SL,-1.0,-1.2,False,1.0,-0.22560678756140062,44.25343848164901,0.145002,3.193,2026-02-16 13:00:00+00:00,2007.99,2028.0699
ETH/USDT,SELL,trend,25.244554396453804,5,moderate,False,0.0,False,,False,False,atr,TP,3.6741,3.4741,True,2.0,-1.0,20.644121528279626,-0.324541,1.9062,2026-02-27 16:00:00+00:00,1935.72,1864.59940574
ETH/USDT,SELL,expansion,41.20657365634192,5,moderate,False,0.0,False,,False,False,structural,TP,3.667,3.467,True,2.71,-1.0,13.589653617927125,-0.241248,4.3687,2026-02-28 06:00:00+00:00,1909.96,1839.92244801
ETH/USDT,SELL,expansion,22.87221514737344,5,moderate,False,0.0,False,,False,False,atr,SL,-1.9192,-2.1192,False,1.0,-1.0,16.39683225814414,-0.461885,2.1835,2026-03-06 15:00:00+00:00,1983.92,2021.99535663
ETH/USDT,SELL,compression,42.20281962910716,5,moderate,True,0.8,False,,False,False,atr,SL,-1.2568,-1.4568,False,1.0,-0.8897671142848387,20.34628195671927,-0.085043,3.1432,2026-03-22 21:00:00+00:00,2038.3,2063.91837055
ETH/USDT,SELL,trend,43.715615778242366,3,weak,True,1.0,False,,False,False,atr,SL,-1.3463,-1.5463,False,1.0,-0.8350348468782455,33.19002894588402,-0.012477,0.79,2026-03-22 23:00:00+00:00,2068.04,2095.88234501
ETH/USDT,SELL,range,23.172372241562876,5,moderate,False,0.0,False,,False,False,atr,TP,2.6599,2.4599,True,2.0,-0.9608004496361524,16.459891484589157,-0.303465,2.9149,2026-03-26 09:00:00+00:00,2117.99,2061.65349723
ETH/USDT,SELL,trend,28.65557169630844,4,moderate,True,1.0,True,bullish,False,False,atr,SL,-1.4767,-1.6767,False,1.0,-1.0,28.95150128915117,-0.168411,0.6588,2026-04-02 09:00:00+00:00,2042.73,2072.89461367
ETH/USDT,SELL,expansion,37.19198757607431,5,moderate,False,0.0,False,,False,False,atr,TP,2.2404,2.0404,True,2.0,-0.5256917365715923,25.529224729131634,-0.074383,1.8136,2026-04-19 17:00:00+00:00,2306.39,2254.71700773
ETH/USDT,SELL,trend,34.269377759345744,4,moderate,True,0.8,True,bullish,False,False,structural,SL,-1.0,-1.2,False,1.0,-0.7331825034153224,35.934508805005976,-0.053669,0.6798,2026-04-23 12:00:00+00:00,2331.02,2354.3302
ETH/USDT,SELL,trend,31.689129592963194,5,moderate,True,0.8,True,bullish,False,False,structural,SL,-1.1406,-1.3406,False,1.0,-0.7919507225330512,19.193083535045595,-0.201762,2.9917,2026-04-27 15:00:00+00:00,2293.51,2319.67
ETH/USDT,SELL,range,21.1055026206391,4,moderate,True,0.8,True,bullish,False,False,atr,TP,2.1418,1.9418,True,2.0,-0.5850093273667606,27.768262411798943,-0.108214,1.3379,2026-05-07 01:00:00+00:00,2328.02,2278.15838602
ETH/USDT,SELL,expansion,27.239734417850066,5,moderate,False,0.0,False,,False,False,atr,SL,-1.1225,-1.3225,False,1.0,-0.510101799068076,24.997612217178805,-0.335643,2.629,2026-05-13 15:00:00+00:00,2256.45,2281.7789588
ETH/USDT,SELL,expansion,28.310925863966993,5,moderate,False,0.0,False,,False,False,atr,SL,-1.1177,-1.3177,False,1.0,-0.6879769356843125,13.76413546128939,-0.389113,2.7663,2026-05-18 00:00:00+00:00,2119.64,2143.33030109
ETH/USDT,SELL,range,47.68502197791079,5,moderate,False,0.0,False,,False,False,atr,SL,-1.0758,-1.2758,False,1.0,-1.0,15.742757481765553,-0.09932,3.3528,2026-05-23 07:00:00+00:00,2059.75,2081.90917896
ETH/USDT,SELL,expansion,41.781238718953475,5,moderate,False,0.0,False,,False,False,atr,SL,-1.0849,-1.2849,False,1.0,-0.5861410828867809,31.88976763708944,-0.066983,1.5851,2026-06-01 14:00:00+00:00,1968.6,1989.95789523
ETH/USDT,SELL,expansion,49.52426317074872,5,moderate,False,0.0,False,,False,False,atr,TP,3.1059,2.9059,True,2.0,-1.0,22.87084901845766,-0.353536,1.5055,2026-06-02 16:00:00+00:00,1932.53,1872.50839461
ETH/USDT,SELL,expansion,60.74051258418555,5,moderate,False,0.0,False,,False,False,atr,TP,3.5759,3.3759,True,2.0,-1.0,13.499293038749547,-0.262277,1.6621,2026-06-02 22:00:00+00:00,1888.18,1820.66099025
ETH/USDT,SELL,trend,41.101830246977684,5,moderate,False,0.0,False,,False,False,atr,TP,4.6263,4.4263,True,2.0,-1.0,23.90713621591211,-0.350234,3.2806,2026-06-05 05:00:00+00:00,1731.84,1651.72047265
ETH/USDT,SELL,trend,50.88306216180414,5,moderate,False,0.0,False,,True,True,atr,TP,5.4447,5.2447,True,2.0,-1.0,22.867962658948784,-0.276074,2.0825,2026-06-05 13:00:00+00:00,1665.7,1575.0083695
ETH/USDT,SELL,trend,54.126518919179674,5,moderate,False,0.0,False,,True,True,atr,SL,-2.8914,-3.0914,False,1.0,-1.0,18.88175208220858,-0.45407,1.8274,2026-06-05 15:00:00+00:00,1583.21,1628.98725907
XRP/USDT,SELL,trend,33.95431238106253,5,moderate,False,0.0,False,,False,False,structural,SL,-1.0,-1.2,False,1.0,-0.6153252616037677,19.999760063364615,-0.115983,3.4307,2026-01-16 15:00:00+00:00,2.0608,2.081408
XRP/USDT,SELL,expansion,21.56892246539698,5,moderate,True,1.0,True,bullish,False,False,structural,TP,2.0088,1.8088,True,2.01,-0.4321402499253489,17.739359816408697,-0.246386,8.5503,2026-01-18 23:00:00+00:00,2.0416,2.00058804
XRP/USDT,SELL,expansion,25.99440008574255,5,moderate,True,1.0,True,bullish,True,True,atr,SL,-1.7951,-1.9951,False,1.0,-1.0,11.731072503466178,-0.579976,9.4555,2026-01-19 00:00:00+00:00,1.9262,1.96077698
XRP/USDT,SELL,trend,30.103772161777723,4,moderate,True,1.0,True,bullish,True,True,atr,SL,-1.7786,-1.9786,False,1.0,-1.0,17.01412159206099,-0.625246,1.1106,2026-01-19 01:00:00+00:00,1.9498,1.98447863
XRP/USDT,SELL,trend,29.86208107076848,4,moderate,True,1.0,False,,True,True,atr,SL,-1.2331,-1.4331,False,1.0,-0.3413747103810223,36.11589910841879,-0.153828,1.1327,2026-01-20 02:00:00+00:00,1.9628,1.98700285
XRP/USDT,SELL,expansion,29.22254367004952,5,moderate,False,0.0,False,,False,False,atr,TP,1.8208,1.6208,True,1.82,-0.6093499243120439,17.732111413254717,-0.204979,6.902,2026-01-25 16:00:00+00:00,1.8515,1.81778729
XRP/USDT,SELL,expansion,37.89679838465514,5,moderate,False,0.0,False,,False,False,atr,SL,-1.1751,-1.3751,False,1.0,-1.0,10.964081682948196,-0.406297,2.2265,2026-01-25 19:00:00+00:00,1.8306,1.85211108
XRP/USDT,SELL,trend,29.25835717743324,5,moderate,False,0.0,False,,False,False,structural,TP,2.3661,2.1661,True,2.37,-0.894738928930314,16.622883154206338,-0.19289,5.0566,2026-01-29 14:00:00+00:00,1.8728,1.82848825
XRP/USDT,SELL,expansion,32.466440990030094,5,moderate,False,0.0,False,,True,True,atr,SL,-1.3999,-1.5999,False,1.0,-1.0,12.752739791949317,-0.387618,5.9951,2026-01-29 15:00:00+00:00,1.8048,1.83006617
XRP/USDT,SELL,expansion,36.1530360158953,5,moderate,False,0.0,False,,True,True,atr,TP,3.0317,2.8317,True,2.0,-1.0,23.43655798444755,-0.295647,1.9493,2026-01-29 17:00:00+00:00,1.826,1.77064151
XRP/USDT,SELL,trend,50.77849826326608,5,moderate,False,0.0,False,,False,False,atr,TP,3.9045,3.7045,True,2.0,-0.9469202650464498,23.723101625161753,-0.200621,2.8471,2026-01-31 08:00:00+00:00,1.7153,1.64832628
XRP/USDT,SELL,trend,57.957257669451714,5,moderate,False,0.0,False,,False,False,atr,TP,4.3095,4.1095,True,2.0,-1.0,15.40081139567014,-0.421465,1.5051,2026-01-31 15:00:00+00:00,1.6489,1.57784124
XRP/USDT,SELL,trend,31.643341362020433,4,moderate,True,1.0,False,,True,True,atr,TP,5.4141,5.2141,True,2.0,-1.0,26.097886565346688,-0.232937,1.0614,2026-02-05 00:00:00+00:00,1.502,1.42068053
XRP/USDT,SELL,expansion,60.28046838666258,5,moderate,False,0.0,False,,True,True,atr,TP,8.1562,7.9562,True,2.0,-1.0,7.605889595804451,-0.581758,1.77,2026-02-05 16:00:00+00:00,1.2836,1.17890705
XRP/USDT,SELL,range,23.446562041129315,5,moderate,False,0.0,False,,False,False,atr,SL,-1.8087,-2.0087,False,1.0,-0.996693165844486,22.63605917841963,-0.294209,1.9466,2026-02-11 06:00:00+00:00,1.3618,1.38643096
XRP/USDT,SELL,expansion,26.75057515346376,3,weak,False,0.0,False,,False,False,structural,TP,3.8511,3.6511,True,3.02,-0.918323130194144,35.15433351906389,0.058914,3.5581,2026-02-11 14:00:00+00:00,1.4016,1.34762299
XRP/USDT,SELL,expansion,25.47686463517059,4,moderate,False,0.0,False,,False,False,atr,SL,-2.0407,-2.2407,False,1.0,-0.9997622115233211,31.774963465668144,-0.013632,2.7178,2026-02-11 15:00:00+00:00,1.353,1.38061075
XRP/USDT,SELL,range,23.45304586025636,5,moderate,False,0.0,False,,False,False,atr,SL,-1.6727,-1.8727,False,1.0,-0.8222803785763014,26.48959641663398,-0.184298,3.7292,2026-02-17 14:00:00+00:00,1.4547,1.47903297
XRP/USDT,SELL,expansion,38.38712046506555,5,moderate,False,0.0,False,,False,False,structural,TP,3.2901,3.0901,True,2.77,-1.0,13.916969252069341,-0.292515,4.8162,2026-02-28 06:00:00+00:00,1.3481,1.30374579
XRP/USDT,SELL,expansion,40.7458530448046,5,moderate,False,0.0,False,,False,False,atr,SL,-1.8392,-2.0392,False,1.0,-1.0,19.290793438449224,-0.381921,2.6262,2026-02-28 07:00:00+00:00,1.3119,1.33602874
XRP/USDT,SELL,compression,21.717401980240606,4,moderate,True,1.0,True,bullish,False,False,atr,SL,-1.1992,-1.3992,False,1.0,-0.20652853649825378,42.67532717154533,0.00623,3.4069,2026-03-08 22:00:00+00:00,1.3341,1.35009909
XRP/USDT,SELL,compression,21.3992529338921,5,moderate,True,1.0,False,,False,False,atr,TP,2.0473,1.8473,True,2.0,-0.8371080555749413,15.779237023372861,-0.204983,2.246,2026-03-26 09:00:00+00:00,1.3806,1.35233512
XRP/USDT,SELL,compression,30.71169731937323,5,moderate,True,1.0,False,,False,False,atr,SL,-1.1224,-1.3224,False,1.0,-1.0,19.699598020357353,-0.078709,2.4204,2026-03-26 15:00:00+00:00,1.3555,1.37071444
XRP/USDT,SELL,compression,26.35449169126002,5,moderate,True,0.8,True,bullish,False,False,atr,TP,1.5339,1.3339,True,1.53,-0.5239872580361338,22.95539373830753,-0.148197,2.7023,2026-04-27 13:00:00+00:00,1.4085,1.38689484
XRP/USDT,SELL,compression,30.50828683865246,5,moderate,True,0.8,True,bullish,False,False,atr,TP,1.8206,1.6206,True,1.82,-0.7418218459662484,18.54874541169289,-0.201353,6.3339,2026-04-27 15:00:00+00:00,1.3966,1.37117361
XRP/USDT,SELL,trend,29.572792220373643,4,moderate,True,1.0,True,bullish,False,False,atr,SL,-1.0536,-1.2536,False,1.0,-0.6365013487364263,28.33456041378502,-0.20701,1.4497,2026-04-29 18:00:00+00:00,1.3522,1.36644738
XRP/USDT,SELL,range,24.778339903820008,2,weak,True,1.0,True,bullish,False,False,atr,SL,-1.0409,-1.2409,False,1.0,-0.21541363621680504,39.763770004846364,0.012228,0.4051,2026-04-30 04:00:00+00:00,1.3677,1.38193623
XRP/USDT,SELL,range,22.521983381654042,4,moderate,True,0.8,False,,False,False,atr,TP,1.8585,1.6585,True,1.86,-0.47009545020903815,28.47904330712846,-0.120292,1.4798,2026-05-07 14:00:00+00:00,1.4027,1.37663054
XRP/USDT,SELL,expansion,22.246798754047205,5,moderate,False,0.0,False,,False,False,atr,SL,-1.2285,-1.4285,False,1.0,-0.570293643907635,25.482891040242215,-0.34416,2.0682,2026-05-13 15:00:00+00:00,1.4206,1.4380518
XRP/USDT,SELL,range,27.767474907217753,4,moderate,True,0.6,False,,False,False,structural,TP,2.8721,2.6721,True,2.87,-0.7984701692569818,36.052038236430256,-0.080306,0.8744,2026-05-15 19:00:00+00:00,1.4342,1.39300867
XRP/USDT,SELL,trend,41.18014817441846,5,moderate,False,0.0,False,,False,False,atr,TP,2.1449,1.9449,True,2.0,-0.889790567824239,21.192323331968005,-0.107399,3.1915,2026-06-01 13:00:00+00:00,1.2957,1.26790895
XRP/USDT,SELL,trend,43.00279169728503,5,moderate,False,0.0,False,,True,True,structural,TP,3.4055,3.2055,True,3.07,-0.6069092631903624,28.381363712487854,-0.210226,2.0145,2026-06-03 19:00:00+00:00,1.2176,1.17613522
SOL/USDT,SELL,expansion,25.612181897678685,5,moderate,False,0.0,False,,False,False,structural,SL,-1.0,-1.2,False,1.0,-0.2068603937163726,28.061836432100748,-0.116488,2.405,2026-01-16 15:00:00+00:00,143.369,144.80269
SOL/USDT,SELL,expansion,31.8525349285277,5,moderate,False,0.0,False,,False,False,atr,TP,1.9829,1.7829,True,1.98,-0.5029551962626283,17.880936323471275,-0.234783,5.315,2026-01-18 23:00:00+00:00,141.164,138.36484167
SOL/USDT,SELL,expansion,44.494312589552415,5,moderate,False,0.0,False,,True,True,atr,TP,2.2078,2.0078,True,2.0,-0.6597944340619715,23.555309515624337,-0.116247,2.5113,2026-01-20 06:00:00+00:00,132.507,129.5814519
SOL/USDT,SELL,expansion,46.56588493820117,5,moderate,False,0.0,False,,True,True,atr,TP,2.528,2.328,True,2.0,-1.0,16.07289186894643,-0.316553,3.7048,2026-01-20 08:00:00+00:00,129.616,126.33929782
SOL/USDT,SELL,expansion,54.278148936157024,5,moderate,False,0.0,False,,False,False,atr,TP,2.7345,2.5345,True,2.0,-1.0,18.552279602488284,-0.085222,1.5919,2026-01-20 16:00:00+00:00,128.296,124.78770788
SOL/USDT,SELL,expansion,28.189628355215543,5,moderate,False,0.0,False,,False,False,atr,TP,1.9773,1.7773,True,1.98,-0.6168119699819442,15.053161315065566,-0.303455,5.3025,2026-01-25 16:00:00+00:00,122.581,120.15720188
SOL/USDT,SELL,expansion,39.2010508489132,5,moderate,False,0.0,False,,False,False,atr,TP,2.9121,2.7121,True,2.0,-1.0,7.110668097052228,-0.692908,3.9069,2026-01-25 19:00:00+00:00,121.358,117.82397468
SOL/USDT,SELL,expansion,51.959703894580166,5,moderate,False,0.0,False,,False,False,atr,TP,3.6346,3.4346,True,2.0,-1.0,17.004169971888132,-0.481473,2.3431,2026-01-29 18:00:00+00:00,117.957,113.66971666
SOL/USDT,SELL,range,22.601484734128157,6,strong,True,1.0,False,,True,True,structural,SL,-1.2481,-1.4481,False,1.0,-0.4761182253600646,45.54255676461854,-0.172843,2.8661,2026-02-03 15:00:00+00:00,100.476,101.73
SOL/USDT,SELL,range,24.334677233110003,5,moderate,True,1.0,False,,True,True,structural,TP,5.3087,5.1087,True,3.0,-0.7008727780637948,36.52989870769522,-0.26814,1.9195,2026-02-03 16:00:00+00:00,101.249,95.874
SOL/USDT,SELL,trend,27.431039008822985,5,moderate,False,0.0,False,,False,False,atr,SL,-1.9807,-2.1807,False,1.0,-1.0,25.397692502493772,-0.21135,1.6363,2026-02-11 06:00:00+00:00,80.868,82.46971666
SOL/USDT,SELL,range,29.956109898743122,3,weak,False,0.0,False,,False,False,structural,TP,4.0414,3.8414,True,2.13,-1.0,29.047037661230338,-0.004885,2.9088,2026-02-11 14:00:00+00:00,82.776,79.43065259
SOL/USDT,SELL,range,21.625889351239152,4,moderate,True,1.0,True,bullish,False,False,atr,SL,-2.2682,-2.4682,False,1.0,-1.0,23.956075232520032,-0.509835,1.3638,2026-02-12 20:00:00+00:00,77.344,79.0983546
SOL/USDT,SELL,range,22.929052963461967,3,weak,True,1.0,True,bullish,False,False,atr,SL,-1.9098,-2.1098,False,1.0,-0.5770770640286191,42.89568527630117,0.143761,0.5215,2026-02-13 05:00:00+00:00,78.187,79.68023465
SOL/USDT,SELL,expansion,35.171471504771716,5,moderate,False,0.0,False,,False,False,atr,SL,-1.6601,-1.8601,False,1.0,-1.0,10.513131048838211,-0.614032,4.7429,2026-02-23 01:00:00+00:00,79.289,80.60529857
SOL/USDT,SELL,expansion,39.886808919829576,5,moderate,False,0.0,False,,False,False,structural,TP,4.0728,3.8728,True,3.18,-1.0,15.415785846653554,-0.295016,2.9711,2026-02-28 06:00:00+00:00,81.17,77.86412349
SOL/USDT,SELL,range,22.565012231927565,5,moderate,False,0.0,False,,False,False,atr,TP,3.6322,3.4322,True,2.0,-1.0,22.34399519540027,-0.244554,1.5643,2026-03-06 13:00:00+00:00,86.528,83.38516187
SOL/USDT,SELL,expansion,40.85362570070515,5,moderate,False,0.0,False,,False,False,atr,TP,3.2542,3.0542,True,2.0,-1.0,11.681739788224855,-0.272311,2.1583,2026-03-27 10:00:00+00:00,84.874,82.11202145
SOL/USDT,SELL,range,20.555929905470517,4,moderate,True,1.0,True,bullish,False,False,atr,TP,3.8413,3.6413,True,2.0,-0.6545122935958537,32.41510455232942,-0.413923,0.7339,2026-04-01 23:00:00+00:00,81.368,78.2424129
SOL/USDT,SELL,range,25.39411917725307,3,weak,True,1.0,True,bullish,True,True,atr,SL,-1.6668,-1.8668,False,1.0,-1.0,28.593729564052285,0.018742,0.8635,2026-04-02 11:00:00+00:00,78.58,79.88976862
SOL/USDT,SELL,compression,29.57073915635651,5,moderate,True,0.8,True,bullish,False,False,atr,TP,2.208,2.008,True,2.0,-0.7639840303756785,21.15958317325836,-0.135799,2.1573,2026-04-27 15:00:00+00:00,84.691,82.8210601
SOL/USDT,SELL,expansion,23.278226969498064,5,moderate,False,0.0,False,,False,False,atr,SL,-1.5524,-1.7524,False,1.0,-1.0,14.288772517301625,-0.529667,1.7629,2026-05-13 15:00:00+00:00,90.992,92.40458585
SOL/USDT,SELL,expansion,45.50445606816005,5,moderate,False,0.0,False,,False,False,atr,TP,2.4471,2.2471,True,2.0,-1.0,12.200521987934618,-0.262597,2.0824,2026-05-16 09:00:00+00:00,87.208,85.07389074
SOL/USDT,SELL,range,38.16407553365599,4,moderate,False,0.0,False,,False,False,atr,SL,-1.3018,-1.5018,False,1.0,-0.5651697409689014,34.58500979133122,-0.007206,1.7107,2026-05-18 14:00:00+00:00,84.374,85.4723755
SOL/USDT,SELL,expansion,37.69414446991178,5,moderate,False,0.0,False,,False,False,atr,TP,2.635,2.435,True,2.0,-1.0,16.454928229681062,-0.185111,2.559,2026-05-23 07:00:00+00:00,84.192,81.97357034
SOL/USDT,SELL,range,20.2295607046485,4,moderate,True,0.8,True,bullish,False,False,atr,TP,2.5344,2.3344,True,2.0,-0.6422047085586418,31.381555124665947,-0.141196,0.8864,2026-05-28 01:00:00+00:00,82.565,80.47250738
SOL/USDT,SELL,range,24.6408586105914,5,moderate,True,0.8,True,bullish,False,False,atr,SL,-1.3807,-1.5807,False,1.0,-0.9617437114393599,19.609503954347694,-0.263851,1.7288,2026-05-28 03:00:00+00:00,81.91,83.04093177
SOL/USDT,SELL,expansion,33.48986163000417,5,moderate,False,0.0,False,,False,False,atr,SL,-1.2534,-1.4534,False,1.0,-0.7733488359935154,25.15798215790054,-0.156446,2.6717,2026-06-01 13:00:00+00:00,80.263,81.26904187
SOL/USDT,SELL,trend,39.29576270023954,5,moderate,False,0.0,False,,False,False,atr,TP,2.7179,2.5179,True,2.0,-0.7022612144497017,30.914708016532636,-0.144067,1.5489,2026-06-02 09:00:00+00:00,79.275,77.12040186
SOL/USDT,SELL,trend,46.94686345598492,5,moderate,False,0.0,False,,False,False,atr,TP,2.9514,2.7514,True,2.0,-1.0,21.323747839489148,-0.208299,3.1309,2026-06-02 14:00:00+00:00,78.65,76.32871818
SOL/USDT,SELL,trend,55.11815297423172,5,moderate,False,0.0,False,,True,True,atr,TP,3.8391,3.6391,True,2.0,-0.9212922324515935,31.064779737697705,-0.075648,1.5262,2026-06-03 15:00:00+00:00,73.998,71.15717555
SOL/USDT,SELL,trend,55.86327027992694,5,moderate,False,0.0,False,,False,False,atr,TP,6.6928,6.4928,True,2.0,-1.0,34.582789888212886,-0.103861,1.6921,2026-06-05 15:00:00+00:00,64.397,60.08704945
SOL/USDT,SELL,expansion,22.89548873647899,5,moderate,False,0.0,False,,False,False,atr,SL,-1.9481,-2.1481,False,1.0,-1.0,22.290205252354856,-0.337557,3.5204,2026-06-18 15:00:00+00:00,70.606,71.98148234
DOGE/USDT,SELL,range,23.931662256347803,4,moderate,True,1.0,False,,False,False,atr,TP,3.4869,3.2869,True,2.0,-0.8952304787702102,26.433671240180022,-0.174583,0.9229,2026-01-15 17:00:00+00:00,0.14113,0.13620896
DOGE/USDT,SELL,trend,44.80297389303393,5,moderate,False,0.0,False,,False,False,atr,SL,-1.3362,-1.5362,False,1.0,-1.0,15.64025710138841,-0.149664,4.5639,2026-01-16 15:00:00+00:00,0.13789,0.13973244
DOGE/USDT,SELL,compression,19.960036835149417,3,weak,True,0.8,True,bullish,False,False,atr,TP,1.5075,1.3075,True,1.51,-0.22478662032196636,34.12939774781086,-0.017249,2.6414,2026-01-18 14:00:00+00:00,0.137,0.1349347
DOGE/USDT,SELL,trend,40.035183024321356,4,moderate,False,0.0,True,bearish,True,True,structural,TP,6.6583,6.4583,True,6.66,-0.4521586287428856,35.11041563265548,-0.060582,0.8095,2026-01-20 04:00:00+00:00,0.12781,0.1193
DOGE/USDT,SELL,range,21.025929244813792,4,moderate,True,1.0,False,,True,True,atr,TP,5.5244,5.3244,True,2.0,-1.0,36.40509480416049,-0.067581,0.9188,2026-02-04 21:00:00+00:00,0.10406,0.09831129
DOGE/USDT,SELL,expansion,43.17815016143105,5,moderate,False,0.0,False,,True,True,atr,TP,7.5965,7.3965,True,2.0,-1.0,10.629505629126143,-0.717133,1.5157,2026-02-05 17:00:00+00:00,0.09232,0.08530695
DOGE/USDT,SELL,expansion,42.10370412634196,5,moderate,False,0.0,False,,False,False,structural,TP,3.6543,3.4543,True,2.09,-1.0,22.878071045439786,-0.068912,3.8922,2026-02-11 14:00:00+00:00,0.09194,0.08858021
DOGE/USDT,SELL,expansion,38.62885939181641,5,moderate,False,0.0,False,,False,False,atr,SL,-1.9853,-2.1853,False,1.0,-1.0,22.30658021768235,-0.061115,1.5696,2026-02-11 16:00:00+00:00,0.09021,0.09200096
DOGE/USDT,SELL,range,24.402929218156533,4,moderate,True,1.0,False,,False,False,structural,SL,-1.1407,-1.3407,False,1.0,-0.28310684786795753,35.960002553431,-0.334401,0.7291,2026-02-12 20:00:00+00:00,0.09117,0.09221
DOGE/USDT,SELL,range,37.37333958674757,4,moderate,False,0.0,False,,False,False,structural,SL,-1.0843,-1.2843,False,1.0,-1.0,32.64242659339687,0.011334,3.1077,2026-02-16 13:00:00+00:00,0.10237,0.10348
DOGE/USDT,SELL,range,20.533136330647054,4,moderate,True,1.0,True,bullish,False,False,atr,SL,-1.6204,-1.8204,False,1.0,-0.7951352451151783,30.847741580544202,-0.083137,0.3422,2026-02-19 00:00:00+00:00,0.09821,0.09980136
DOGE/USDT,SELL,range,31.12679279022937,4,moderate,True,1.0,True,bearish,False,False,atr,TP,3.6563,3.4563,True,2.0,-0.37617739352389507,34.75129160878102,-0.315777,0.7195,2026-02-23 18:00:00+00:00,0.09396,0.09052452
DOGE/USDT,SELL,expansion,46.681556038419615,5,moderate,False,0.0,False,,False,False,atr,TP,3.5495,3.3495,True,2.0,-1.0,11.839371111335485,-0.335926,5.8134,2026-02-28 06:00:00+00:00,0.09216,0.0888888
DOGE/USDT,SELL,range,22.402932657294095,4,moderate,True,0.8,True,bullish,False,False,structural,SL,-1.0787,-1.2787,False,1.0,-0.24811379486944077,37.565574538223345,-0.257473,1.2215,2026-03-01 17:00:00+00:00,0.0927,0.0937
DOGE/USDT,SELL,range,20.82444671047744,3,weak,True,1.0,False,,False,False,atr,SL,-1.3708,-1.5708,False,1.0,-0.5297244409790014,39.13916085294302,0.077872,0.897,2026-04-02 17:00:00+00:00,0.09044,0.09167979
DOGE/USDT,SELL,trend,33.032455505679366,5,moderate,False,0.0,False,,False,False,atr,TP,2.7362,2.5362,True,2.0,-1.0,18.787223371118145,-0.121756,1.5647,2026-04-18 18:00:00+00:00,0.09534,0.09273127
