symbol,direction,regime,adx_value,signal_score,score_verdict,has_sweep,sweep_strength,has_bos,bos_type,has_ob,ob_valid,sl_source,result,pnl_pct,net_pnl_pct,win,rr,ema_strength,rsi_value,macd_hist_normalized,volume_ratio,created_at,entry_price,exit_price
BTC/USDT,SELL,range,20.27901666725158,4,moderate,True,0.8,True,bullish,False,False,atr,SL,-1.7026,-1.9026,False,1.0,-0.9431649819316059,38.40312955715792,-0.178358,0.4438,2026-02-12 21:00:00+00:00,65645.1,66762.75440659
BTC/USDT,SELL,range,34.240064339993566,3,weak,True,0.8,True,bullish,False,False,atr,SL,-1.0829,-1.2829,False,1.0,-0.5038497281338628,32.43907761724456,-0.006626,0.5359,2026-02-16 02:00:00+00:00,68539.7,69281.91446636
BTC/USDT,SELL,expansion,22.314625855921538,5,moderate,True,1.0,False,,False,False,structural,SL,-1.0952,-1.2952,False,1.0,-0.3544272057558586,33.99412774801866,-0.157932,2.7756,2026-02-16 15:00:00+00:00,68304.9,69053.0
BTC/USDT,SELL,expansion,26.139915659184478,5,moderate,False,0.0,False,,False,False,atr,SL,-1.0687,-1.2687,False,1.0,-0.9095926365475407,10.489375163275385,-0.432638,7.1154,2026-02-23 01:00:00+00:00,65443.7,66143.07014701
BTC/USDT,SELL,expansion,30.623090079355666,5,moderate,False,0.0,False,,False,False,atr,TP,2.7263,2.5263,True,2.0,-0.9110710294792403,16.337153814236196,-0.279896,4.0569,2026-02-28 06:00:00+00:00,65464.2,63679.42846775
BTC/USDT,SELL,range,46.15259304134712,5,moderate,False,0.0,False,,False,False,atr,SL,-1.1582,-1.3582,False,1.0,-1.0,22.082260907617986,-0.078536,2.4285,2026-03-19 12:00:00+00:00,69770.9,70578.96948683
BTC/USDT,SELL,compression,41.35086567848614,5,moderate,True,0.8,False,,False,False,atr,SL,-1.0,-1.2,False,1.0,-0.6231878006736541,21.958244618371733,-0.060073,3.0583,2026-03-22 21:00:00+00:00,67734.2,68411.542
BTC/USDT,SELL,trend,43.04431949462542,4,moderate,True,1.0,False,,False,False,structural,SL,-1.0005,-1.2005,False,1.0,-0.6182193162456326,31.28752878294737,-0.033882,0.7296,2026-03-22 23:00:00+00:00,68294.1,68977.4
BTC/USDT,SELL,range,30.026080084528168,5,moderate,False,0.0,False,,False,False,atr,TP,2.1349,1.9349,True,2.0,-0.5856510082628872,22.273419201283915,-0.053096,2.4318,2026-03-27 08:00:00+00:00,68433.0,66971.9930347
BTC/USDT,SELL,expansion,34.09096313750506,5,moderate,False,0.0,False,,False,False,atr,TP,2.4563,2.2563,True,2.0,-0.9917388408232801,11.717817317798723,-0.272621,3.2132,2026-03-27 10:00:00+00:00,67629.5,65968.29297379
BTC/USDT,SELL,expansion,44.6146537700394,5,moderate,False,0.0,False,,False,False,atr,SL,-1.2992,-1.4992,False,1.0,-1.0,14.632704815132781,-0.161151,1.6276,2026-03-27 15:00:00+00:00,66206.6,67066.76478307
BTC/USDT,SELL,range,22.249125361144863,4,moderate,True,0.8,False,,False,False,atr,SL,-1.212,-1.412,False,1.0,-0.8443772722165535,31.7131119697199,-0.263283,0.8648,2026-04-02 05:00:00+00:00,66348.7,67152.86571041
BTC/USDT,SELL,trend,25.05673278073514,5,moderate,True,0.8,True,bullish,False,False,atr,TP,1.7912,1.5912,True,1.79,-0.39090446805412793,24.210306211955192,-0.130634,4.0563,2026-04-27 15:00:00+00:00,77341.6,75956.27493092
BTC/USDT,SELL,range,24.67312051298406,4,moderate,True,0.8,True,bullish,False,False,atr,SL,-1.0,-1.2,False,1.0,-0.2371596517268474,27.64811144796898,-0.253369,1.0714,2026-04-29 16:00:00+00:00,75993.7,76753.637
BTC/USDT,SELL,range,20.90814573004046,4,moderate,True,0.8,False,,False,False,atr,SL,-1.0,-1.2,False,1.0,-0.5474945535488149,34.90425803556063,-0.10463,1.1906,2026-05-07 17:00:00+00:00,79850.4,80648.904
BTC/USDT,SELL,expansion,21.472833499608384,5,moderate,True,1.0,True,bullish,False,False,structural,TP,1.9807,1.7807,True,1.98,-0.5413718930050904,31.447504414791094,-0.259776,2.1777,2026-05-15 14:00:00+00:00,79218.2,77649.10194657
BTC/USDT,SELL,expansion,33.283440225931976,4,moderate,False,0.0,False,,False,False,atr,TP,1.5987,1.3987,True,1.6,-0.27817893587990855,41.42609742423511,0.074734,2.3645,2026-05-18 13:00:00+00:00,77452.4,76214.16621766
BTC/USDT,SELL,expansion,33.163316442934274,4,moderate,False,0.0,False,,False,False,atr,SL,-1.0,-1.2,False,1.0,-0.3789605428056988,33.277783341160045,-0.017122,3.1892,2026-05-18 14:00:00+00:00,76666.8,77433.468
BTC/USDT,SELL,trend,41.42540873715275,5,moderate,True,0.6,True,bullish,False,False,atr,TP,1.5752,1.3752,True,1.58,-0.5880157779986226,22.48806138558913,-0.12751,3.5197,2026-06-01 12:00:00+00:00,72028.9,70894.29898458
BTC/USDT,SELL,trend,69.48579892859955,5,moderate,False,0.0,False,,False,False,atr,TP,2.0093,1.8093,True,2.0,-1.0,18.977279488827207,-0.088896,2.3846,2026-06-02 12:00:00+00:00,69318.9,67926.08376954
BTC/USDT,SELL,trend,71.83759891139879,5,moderate,False,0.0,False,,False,False,atr,TP,2.2562,2.0562,True,2.0,-1.0,13.034431865818421,-0.18351,4.0539,2026-06-02 14:00:00+00:00,68559.8,67012.92376047
